section_number,section_name,chapter_number,chapter_name,heading_number,heading_name,subheading_number_5digit,subheading_name_5digit,subheading_number_6digit,subheading_name_6digit,reference_number,statistical_code,unit,commodity_name,rate
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Original equipment for the manufacture of vehicles over 3.5 tonnes,999930,Original equipment for the manufacture of vehicles over 3.5 tonnes,99993038,,,"Goods, as prescribed by by-law, where: a.the goods are vehicle components for use as original equipment in the assembly or manufacture of vehicles; and b.the vehicles are of a kind which, if imported, would be: i.classified under heading 8702, 8704 or 8705, or subheading 8701.20.00, 8703.22.20, 8703.23.20, 8703.24.20, 8703.31.20, 8703.32.20, 8703.33.20, 8703.40.20 (except vehicles of a cylinder capacity not exceeding 1 000 cm3), 8703.50.20, 8703.60.20 (except vehicles of a cylinder capacity not exceeding 1 000 cm3), 8703.70.20, 8703.80.20 or 8703.90.20, of Schedule 3; or ii.classified as tractors for dumpers under subheading 8701.91.90, 8701.92.90, 8701.93.90, 8701.94.90 or 8701.95.90 of Schedule 3",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Motor vehicle testing equipment,999930,Motor vehicle testing equipment,99993039,,,"Goods, as prescribed by by-law, that are for use in the testing, quality control, manufacturing evaluation or engineering development of: a. motor vehicles manufactured by motor vehicle producers registered under the Automotive Transformation Scheme (within the meaning of the Automotive Transformation Scheme Act 2009) or original equipment components for inclusion in such motor vehicles; or b. motor vehicles designed or engineered, or in the process of being designed or engineered, in Australia by motor vehicle producers or automotive service providers, registered under the Automotive Transformation Scheme (within the meaning of the Automotive Transformation Scheme Act 2009) or components for inclusion in such motor vehicles",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Aluminised steel for use in the manufacture of muffler exhaust systems,999930,Aluminised steel for use in the manufacture of muffler exhaust systems,99993040,,,"Aluminised steel classified under subheading 7210.61.00, 7210.69.00 or 7212.50.00 of Schedule 3 and for use in the manufacture of automotive muffler exhaust systems or components",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Goods for use in space projects ,999930,Goods for use in space projects ,99993041,,,"Goods, as prescribed by by-law, that are for use in a space project authorised by the Minister administering the Space Activities Act 1998",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Robots ,999930,Robots ,99993042,,,"Robots, as prescribed by by-law, or parts or accessories that are suitable for use solely or principally with such robots",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Goods for use as prototypes,999930,Goods for use as prototypes,99993043,,,"Goods, as prescribed by by-law, that are for use as prototypes",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Capital equipment for major projects - Enhanced Project By-law Scheme ,999930,Capital equipment for major projects - Enhanced Project By-law Scheme ,99993044,,,"Goods, including machinery, equipment, or their components, as prescribed by by-law, that are entered for home consumption on or before 31 December 2017 and are for use in any of the following industries: a. mining; b. resource processing; c. agriculture; d. food processing; e. food packaging; f. manufacturing (within the meaning of the Australian and New Zealand Standard Industrial Classification (ANZSIC)); g. gas supply; h. power supply; i. water supply",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Split consignment goods,999930,Split consignment goods,99993045,,,"Goods, as prescribed by by-law, where: a.the goods are original components of a completed machine or equipment to which a single tariff classification would apply under a heading or subheading in Chapter 84, 85, 86, 87, 89 or 90 of Schedule 3 if the completed machine or equipment were imported; and b.all the components: i.are ordered from a single overseas supplier; and ii.are shipped to Australia by the same supplier; and iii.were available for shipment to Australia at the one time; and iv.arrive in Australia on 2 or more vessels or aircraft; and c.item 44 of this Schedule does not apply to the goods",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Raw materials - certain inputs to manufacture program ,999930,Raw materials - certain inputs to manufacture program ,99993046,,,"Raw materials and intermediate goods, as prescribed by by-law, that: a.are classified under heading 5903, or within Chapter 28, 29, 32, 34, 35, 37, 38, 39 or 48, of Schedule 3; and b.in the opinion of the Minister, have a substantial and demonstrable performance advantage, in the production of a specific end product, over substitutable goods produced in Australia",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Metal materials - certain inputs to manufacture program,999930,Metal materials - certain inputs to manufacture program,99993047,,,"Metal materials and goods, as prescribed by by-law, that: a.are classified within Chapters 72 to 82 of Schedule 3; and b.in the opinion of the Minister, have a substantial and demonstrable performance advantage, in the packaging of food, over materials and goods currently available in Australia",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,"Other inputs to manufacture including chemicals, plastics and paper ",999930,"Other inputs to manufacture including chemicals, plastics and paper ",99993048,,,"Goods, as prescribed by by-law, that are classified under heading 3814.00.00, 3908, 4801, 4802, 4810 or 4811, or subheading 2836.20.00, 2903.71.00, 2903.72.00, 2903.73.00, 2903.74.00, 2903.75.00, 2903.79.10, 2905.16.00, 2905.19.10, 2912.60.00, 2915.70.00, 2915.90.00, 3503.00.10, 3701.30.00, 3701.91.00, 3701.99.00, 3702.32.90, 3702.39.90, 3702.44.90, 3702.96.90, 3907.6, 3907.70.00 or 3907.9, of Schedule 3",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Aluminium sheet for use in the manufacture of cans ,999930,Aluminium sheet for use in the manufacture of cans ,99993049,,,"Aluminium sheet, as prescribed by by-law, that is classified under subheading 7606.12.00 or 7606.92.00 of Schedule 3 and is used in the manufacture of aluminium cans",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Tariff concession order goods,999930,Tariff concession order goods,99993050,,,"Goods that a tariff concession order, under Part XVA of the Customs Act 1901, declares are goods to which this item applies: a.goods except goods classified under subheading 3817.00.10, or heading 3819.00.00, of Schedule 3; or b.goods classified under subheading 3817.00.10 of Schedule 3: or c.goods classified under heading 3819.00.00 of Schedule 3: i.as prescribed by by-law; or  ii.other",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Machinery that incorporates or is imported with other goods which render the machinery ineligible for a tariff concession order,999930,Machinery that incorporates or is imported with other goods which render the machinery ineligible for a tariff concession order,99993051,,,"Goods, as prescribed by by-law, where: a.the goods are machinery; and b.the machinery incorporates, or is imported with, other goods which makes the machinery not eligible for a tariff concession order under Part XVA of the Customs Act 1901",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Mineral and aromatic process oils that are exempt from the Product Stewardship Oil Levy,999930,Mineral and aromatic process oils that are exempt from the Product Stewardship Oil Levy,99993052,,,"Goods, as prescribed by by-law, that are classified under heading 2710, 3403 or 3811 of Schedule 3",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Polyglycol brake fluids that are exempt from the Product Stewardship Oil Levy ,999930,Polyglycol brake fluids that are exempt from the Product Stewardship Oil Levy ,99993053,,,"Goods:  a.as prescribed by by-law, that are classified under heading 3819.00.00 of Schedule 3; and b.that are not goods to which item 50 of this Schedule applies",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Handicrafts ,999930,Handicrafts ,99993054,,,"Handicrafts, as prescribed by by-law",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Cheese and curd quota ,999930,Cheese and curd quota ,99993055,,,"Cheese and curd, as prescribed by by-law, that are classified under subheading 0406.10.00, 0406.20.00, 0406.30.00, 0406.40.90 or 0406.90.90 of Schedule 3",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Placebos for use in clinical trials ,999940,Placebos for use in clinical trials ,9999406 ,,,"Goods in respect of which the following apply: a.either:  i.the goods are kits containing either or both medicaments and placebos, the kits do not indicate whether their contents are medicaments or placebos, the kits are imported for use in a clinical trial in Australia and the kits satisfy the requirements prescribed by  by-law; or ii.the goods are placebos imported for use in a clinical trial in Australia; b.all requirements imposed by the laws of the Commonwealth, relating to the importation of the goods, have been complied with",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Goods for the official use of a diplomatic mission in Australia of any country,999931,Goods for the official use of a diplomatic mission in Australia of any country,99993101,1,,"Goods that, at the time they are entered for home consumption, are for: (a) the official use of a diplomatic mission in Australia of any country; (b) the personal use of a person who is: (i) the head of such a mission; or (ii) a member of the diplomatic staff of such a mission, being a person who is not an Australian citizen and who is not permanently resident in Australia or in a Territory; or (c) the personal use of a member of the family of a person referred to in paragraph (b), being a member of the family who forms part of the household of the person and is not an Australian citizen",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,"Goods for a member of the administrative and technical staff of a diplomatic mission, in Australia",999931,"Goods for a member of the administrative and technical staff of a diplomatic mission, in Australia",99993102,2,,"Goods that: (a) are, at the time they are entered for home consumption, for the personal use of: (i) a member of the administrative and technical staff of a diplomatic mission, in Australia, of any country, being a person who is not an Australian citizen and is not permanently resident in Australia or in a Territory; or (ii) a member of the family of a person referred to in subparagraph (i), being a member of the family who forms part of the household of the person, is not an Australian citizen and is not permanently resident in Australia or in a Territory; and (b) are imported at the time when the member of the administrative and technical staff first takes up duty at the diplomatic mission, in Australia, of that country",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,"Goods that are, at the time they are entered for home consumption, for: (a) the official use of a consular post in Australia ",999931,"Goods that are, at the time they are entered for home consumption, for: (a) the official use of a consular post in Australia ",99993103,3,,"Goods that are, at the time they are entered for home consumption, for: (a) the official use of a consular post in Australia of any country, being a consular post the head of which is a person who is not an Australian citizen, is not ordinarily resident in Australia or in a Territory and is not otherwise engaged in a profession, business or occupation; (b) the personal use of a person who is the head of a consular post in Australia of any country or, not being the head of such a post, is entrusted in the capacity of a consular officer with the exercise of consular functions at such a post being a person who is not an Australian citizen, is not ordinarily resident in Australia or in a Territory and is not otherwise engaged in a profession, business or occupation; or (c) the personal use of a member of the family of a person referred to in paragraph (a) or (b), being a member of the family who forms part of the household of the person, is not an Australian citizen, is not ordinarily resident in Australia or in a Territory and is not engaged in a profession, business or occupation",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,Goods  for the personal use of a person who is employed in the administrative or technical service of a consular post,999931,Goods  for the personal use of a person who is employed in the administrative or technical service of a consular post,99993104,4,,"Goods that: (a) are, at the time they are entered for home consumption, for the personal use of a person who is employed in the administrative or technical service of a consular post in Australia of any country, being a consular post the head of which is a person who is not an  Australian citizen, is not ordinarily resident in Australia or in a Territory and is not otherwise engaged in a profession, business or occupation; and (b) are imported at the time when that person first takes up duty at a consular post in Australia of that country",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,"Goods, for the official use of a consular post in Australia of any country",999931,"Goods, for the official use of a consular post in Australia of any country",99993105,5,,"Goods that: (a) are, at the time they are entered for home consumption, for the official use of a consular post in Australia of any country, being a consular post to which item 103 does not apply; (b) are declared by that person in writing, to be for such official use; and (c) are goods, or are included in a class of goods, approved by the Minister for the purposes of this item",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99993,"Goods, for: (i) the official use of an organisation which is an international organisation ",999931,"Goods, for: (i) the official use of an organisation which is an international organisation ",99993106,,,"Goods that: (a) are, at the time they are entered for home consumption, for: (i) the official use of an organisation which is an international organisation to which the International Organisations (Privileges and Immunities) Act 1963 applies; (ii) the personal use of a person appointed to a high office in an international organisation to which the International Organisations (Privileges and Immunities) Act 1963 applies, being a person who is not an Australian citizen, is not ordinarily resident in Australia or in a Territory and is not otherwise engaged in a profession, business or occupation; (iii) the personal use of a member of the family of a person referred to in sub-paragraph (ii), being a member of the family who forms part of the household of the person and is not an Australian citizen, is not ordinarily resident  in Australia or in a Territory and is not otherwise engaged in a profession, business or occupation; or (b) consist of the furniture or effects of an official of an international organisation to which the International Organisations (Privileges and Immunities) Act 1963 applies, being goods that are imported at or about the time when the official takes up office in Australia",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Goods for the purposes of the River Murray Waters Act 1983,999941,Goods for the purposes of the River Murray Waters Act 1983,99994107,6,,"Goods, being goods that, at the time they are entered for home consumption, are, for the purposes of the River Murray Waters Act 1983, owned by: (a) a 'Contracting Government'; or (b) a 'Constructing Authority', not being The River Murray Commission, appointed for purposes of construction authorised under the Agreement to the River Murray Waters Act 1983",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Revenue collected on dutiable ships' stores,999941,Revenue collected on dutiable ships' stores,99994108,,,Revenue collected on dutiable ships' stores,
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Goods entered for warehousing for exhibition,999941,Goods entered for warehousing for exhibition,99994109,,,Goods entered for warehousing for exhibition at approved trade fairs,
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Goods entered under section 162 of the Customs Act 1901,999941,Goods entered under section 162 of the Customs Act 1901,99994111,,,Goods entered under section 162 of the Customs Act 1901,
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Goods temporarily admitted under section 162A of the Customs Act 1901,999941,Goods temporarily admitted under section 162A of the Customs Act 1901,99994111,,,"Goods temporarily admitted under section 162A of the Customs Act 1901, not being goods accompanied by a carnet",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Aircraft stores dealt with under section 129 of the Customs Act 1901,999941,Aircraft stores dealt with under section 129 of the Customs Act 1901,99994112,,,"Aircraft stores dealt with under section 129 of the Customs Act 1901, Customs Regulation 106  or ACS Manuals, Volume 2, Sub-Section 2/6/5 including goods for Royal New Zealand Courier Service",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Goods dealt with under section 20 of the Customs Tariff Act 1995,999941,Goods dealt with under section 20 of the Customs Tariff Act 1995,99994115,,,Goods dealt with under section 20 of the Customs Tariff Act 1995,
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99994,Goods dealt with under subsection 131AA(2) of the Customs Act 1901,999941,Goods dealt with under subsection 131AA(2) of the Customs Act 1901,99994116,,,Goods dealt with under subsection 131AA(2) of the Customs Act 1901,
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99992,Chemicals of minimal commercial value,999921,Chemicals of minimal commercial value,99992117,8,,"Chemicals of minimal commercial value, being shipments of chemicals where: (a) the rate of duty on all the chemicals is ""Free""; (b) the value of the shipment does not exceed $3 000; (c) the shipment consists of more than 3 chemicals each having a different tariff classification; and (d) the value of any one chemical does not exceed $600",
22,Supplementary_Section,99,Supplementary_Chapter,9999,Supplementary_Heading,99992,"Liquefied natural gas classified in subheading 2711.11.00,",999921,"Liquefied natural gas classified in subheading 2711.11.00,",99992130,,,"Liquefied natural gas classified in subheading 2711.11.00, being goods entered in accordance with the provisions of Customs Regulation 126(1)(za)",
